,loss,val_loss
0,6.319352584506922,2.170542656597207
1,1.119680782470479,0.8522790343580918
2,0.7953618108459072,0.7677120136841159
3,0.7279669437317723,0.7304937615407042
4,0.6211013924695289,0.5745845761529459
5,0.5138577059053081,0.46062449258861593
6,0.4141891720946034,0.3652825298726403
7,0.3142485826974083,0.27568300025581377
8,0.24991389248513882,0.233054379725892
9,0.20636640858503447,0.19668014966165429
10,0.1833573696862804,0.1612181570137761
11,0.1638823261992119,0.19120237441349278
12,0.1498863084244875,0.134987226587674
13,0.1551730382205657,0.11943117741193846
14,0.12459727456750454,0.13290927905404537
15,0.11692641557897344,0.11352172754607687
16,0.11288704941592273,0.1069041811727357
17,0.11622040579538473,0.10322324670948496
18,0.10725590839740212,0.10618339782439698
19,0.11282686151618322,0.10374748321644009
20,0.10696196836686761,0.11097144944393915
21,0.09877920498478393,0.09323980530855239
22,0.10234877510516419,0.10019157441726864
23,0.09618429305103816,0.09820858338560821
24,0.09499715597988442,0.0963123447162053
25,0.09446544727184417,0.10001544317828769
26,0.09802945826680018,0.09457524183057929
27,0.09453542923286899,0.11999707999724321
28,0.0905129606989288,0.08928147960191607
29,0.09719524149812662,0.23002604260923967
30,0.1042365731893469,0.09416452281702281
31,0.10000339398503504,0.08533781980876823
32,0.08929554047401751,0.10502837979606798
33,0.09724970987857756,0.0897970232460891
34,0.0867482875674446,0.08666511681465816
35,0.09800265918297679,0.08696944840427479
36,0.08905833188671604,0.08549702474871752
37,0.09446113539529234,0.09085220042081166
38,0.08453467248135862,0.1029108114365498
39,0.0961843501707663,0.08930731436369002
40,0.08504391509974943,0.08086443213896714
41,0.0934080535772131,0.08722366727207721
42,0.08621045049002668,0.0852485514262949
43,0.08498954273881229,0.08030131245250802
44,0.08875108264682675,0.07859292169230414
45,0.08876877984789809,0.08158758512209352
46,0.08602945117157934,0.0859892546702614
47,0.08998317672559918,0.09267346998652341
48,0.08312330518603725,0.08458093186115782
49,0.08636975078257222,0.08289490875547299
50,0.09175216688430035,0.10560834221055551
51,0.08283199385333875,0.07993409471396677
52,0.08853579798706031,0.08080089574694323
53,0.08028386787589062,0.09538584552685835
54,0.08314301287020527,0.07987789566538664
55,0.08175098597920001,0.08172733612922713
56,0.08175027127172871,0.0795851340104021
57,0.08294024368071597,0.09060446816854004
58,0.08500358406464747,0.10831514115666596
59,0.07940251175491385,0.0834688810393331
60,0.08911832158933757,0.09429955336583812
61,0.08969845988010652,0.07677156598776501
62,0.08461008230917402,0.07744860607284479
63,0.08225222193350923,0.08037388540668214
64,0.07870002392373007,0.07633298444841301
65,0.08140063544325676,0.07875266583641266
66,0.08188752953857434,0.08488026220477904
67,0.07581172284378843,0.07531818516027211
68,0.0852722292072825,0.07360014354435644
69,0.08688100313149688,0.08573377807442265
70,0.08056205194224575,0.07268709992848862
71,0.07832036724821709,0.07322513107842628
72,0.07609436487144242,0.0720552902658988
73,0.07704244010363068,0.08731086785581653
74,0.07565637108378391,0.0823087891850708
75,0.07929340341385344,0.08385218662397045
76,0.07777938599243268,0.07808802090098901
77,0.08020145963058167,0.08899650738304651
78,0.07908857867713741,0.07668899524927762
79,0.08213865735724978,0.07806351506601114
80,0.08027963538950691,0.07166975514851413
81,0.07136138158766464,0.07316332139249881
82,0.07389415609199505,0.0747979191319127
83,0.08331310211419726,0.07689247076100532
84,0.07257934829619389,0.08127512440435569
85,0.07986538837000386,0.0929246655721266
86,0.0718108227212768,0.07261207894307826
87,0.07938237484517414,0.0702941303114667
88,0.06896155408026455,0.09436446967152952
89,0.077120846599157,0.12157235090321723
90,0.07381647546521831,0.06977318713621433
91,0.07183286248720352,0.07968949421501036
92,0.07325316183206484,0.08267520844702932
93,0.06885550864078376,0.0690399510956153
94,0.07089586768176347,0.1293162109607505
95,0.07165383149791044,0.06910282526136068
96,0.07180973686065231,0.06494114549913232
97,0.06880350868521487,0.08022842614597814
98,0.06963105231656933,0.06526458660242763
99,0.0678911757205676,0.07762500982216071
100,0.07190536825423076,0.0739965994426538
101,0.06590131892044583,0.07477328192938712
102,0.06714795717253455,0.06749402797797953
103,0.0699979000973448,0.06464876280246454
104,0.07249818425823605,0.06967979585922107
105,0.07400103323641075,0.08102953937828697
106,0.06788954312199644,0.0745583133426721
107,0.06892736883188802,0.08947257051735572
108,0.06700032474561717,0.06452015324376582
109,0.06342216293839815,0.07872080524736534
110,0.06675748090104945,0.0701977810956168
111,0.06541634105441953,0.06348804179238589
112,0.07141455065377711,0.07004101366271549
113,0.066852766447182,0.06603826806143744
114,0.06342881172895432,0.06809107467104188
115,0.06340826294428153,0.08152019308379051
116,0.06616405914441192,0.06452617489832499
117,0.06618340729949991,0.06412760716894587
118,0.06298906260201834,0.06230576522162004
119,0.07054982985832135,0.06082690283461588
120,0.0651452533929923,0.07451842721386305
121,0.06383793013067171,0.05907388771677453
122,0.06465220742165276,0.062154761639572
123,0.0642577237905606,0.07516551176304917
124,0.06578388402397965,0.06830155995355885
125,0.0652030466419395,0.06689609986956063
126,0.06364795540589224,0.06487357796366781
127,0.06201305285004444,0.06710685125257888
128,0.06366978315235218,0.08233617024384342
129,0.06519604536116323,0.06858744166849799
130,0.06127421372264173,0.05827144219226377
131,0.060688418395104325,0.0648462674227925
132,0.06028346353375718,0.06098205433774243
133,0.058270074124851905,0.05948449687803694
134,0.06389549984343905,0.059460822376118626
135,0.06413681056323368,0.10640100562852606
136,0.060756182331418815,0.061803336680791396
137,0.059348444441342796,0.05861927258633758
138,0.06295189790940511,0.05829797372922262
139,0.06064949654121938,0.06198757048453114
140,0.06270775576677147,0.06961196557893454
141,0.06119935337931468,0.05968628246969405
142,0.06069746456319017,0.06335994290970946
143,0.05957511661519001,0.08307996950557275
144,0.05968028770589802,0.05817716283718849
145,0.055361955230154004,0.05377787033548243
146,0.05844593234047519,0.05986543020170289
147,0.05846493112295449,0.06577980710927873
148,0.06474209819082848,0.06298527569940444
149,0.0721031350542796,0.06671439388441043
150,0.06348904853902453,0.0582589485704432
151,0.05991987839641355,0.07173190892287397
152,0.05514358122487541,0.05842647223925466
153,0.05778341953005281,0.05777989356114721
154,0.057345989660037316,0.10085919939039893
155,0.06225456587374044,0.05549387975204396
156,0.05288046224446155,0.05639233714451055
157,0.05788856498567699,0.06435721403586024
158,0.05727414440761816,0.06310030385151544
159,0.05705953688972078,0.0832867143242851
160,0.06217081989482187,0.054703409382319636
161,0.05703980354336833,0.06757558880291159
162,0.05930227172578188,0.05774990726972373
163,0.05182846290985499,0.05672097779012847
164,0.06461659218922099,0.061952659670584505
165,0.054740707391573856,0.05743976978113383
166,0.05861559196280979,0.06874415468103581
167,0.055579596124568593,0.05473045941549244
168,0.05208374322853278,0.05842498704479818
169,0.05346872874550734,0.05651791333451906
170,0.059202809681022504,0.07225656948069369
171,0.06285335432902754,0.07827500985356597
172,0.056749835510325954,0.054419342574344914
173,0.051658855750114474,0.05377078561146328
174,0.05210783022597107,0.05516694636903606
