Date,UVXY,SPY,VXXBEN,VIX,UX1,UX2,UX3,UX4,Day of week,Days to Roll,UVXY % Change,SPY % Change,VXXBEN % Change,VIX % Change,UX1 % Change,UX2 % Change,UX3 % Change,UX4 % Change
2008-01-29,10216208186.75,135.91,-2.1050000000000004,27.32,26.25,25.25,25.39,25.11,2,14,0.0011840437588581665,0.004954155575273456,-0.25486725663716825,-0.016558675305975545,0.0034403669724769603,-0.004729996058336683,0.006341656757828051,-0.0007958615200954755
2008-01-30,10266419071.38,134.91,-2.5100000000000016,27.62,26.14,25.56,25.55,25.27,3,13,0.004914825903324926,-0.007357810315650082,0.19239904988123557,0.010980966325036645,-0.004190476190476189,0.012277227722772288,0.006301693580149648,0.0063719633612107085
2008-01-31,9961174908.05,137.37,-1.004999999999999,26.2,25.64,25.31,25.15,24.78,4,12,-0.029732291386871057,0.01823437847453868,-0.5996015936254986,-0.051412020275163006,-0.01912777352716144,-0.009780907668231587,-0.015655577299413026,-0.01939058171745145
2008-02-01,9438508325.02,139.58,1.25,24.02,24.95,24.66,24.7,24.24,5,11,-0.05247037501646645,0.016087937686540155,-2.2437810945273644,-0.083206106870229,-0.02691107644305779,-0.025681548794942666,-0.017892644135188873,-0.021791767554479535
2008-02-04,10113626873.35,137.82,-0.3949999999999996,25.99,25.81,25.56,25.17,24.51,1,10,0.07152809798772619,-0.01260925634045007,-1.3159999999999996,0.08201498751040792,0.03446893787575145,0.03649635036496335,0.01902834008097165,0.01113861386138626
2008-02-05,11257787224.07,134.13,-1.5099999999999962,28.24,27.39,26.92,26.63,25.92,2,9,0.11313056780203445,-0.026774053112755714,2.822784810126577,0.08657175836860342,0.06121658271987607,0.05320813771518007,0.05800556217719488,0.057527539779681724
2008-02-06,11860608417.34,133.05,-1.4649999999999963,28.97,28.19,27.6,27.37,26.53,3,8,0.05354704093013263,-0.008051889957503833,-0.0298013245033113,0.025849858356940425,0.029207740051113484,0.02526002971768193,0.027788208787082214,0.023533950617284027
2008-02-07,11503544952.79,133.93,-0.2449999999999992,27.66,27.62,27.25,26.7,26.01,4,7,-0.030104987196776456,0.00661405486659139,-0.8327645051194541,-0.045219192267863306,-0.020219936147570117,-0.012681159420289911,-0.024479356960175447,-0.019600452318130457
2008-02-08,11914096998.6,133.07,0.18999999999999773,28.01,28.39,27.63,27.56,26.88,5,6,0.03568917646646197,-0.006421264839841845,-1.775510204081626,0.012653651482285033,0.027878349022447457,0.013944954128440434,0.0322097378277153,0.03344867358708181
2008-02-11,11382104541.99,133.75,-0.035000000000003695,27.6,27.88,26.97,26.81,26.22,1,5,-0.04465235230773379,0.005110092432554447,-1.1842105263158111,-0.014637629418065012,-0.017964071856287456,-0.023887079261672106,-0.027213352685050762,-0.024553571428571397
2008-02-12,11086863132.03,134.99,0.9250000000000008,26.33,27.06,26.72,26.5,25.9,2,4,-0.02593908787876764,0.009271028037383333,-27.428571428568663,-0.04601449275362335,-0.02941176470588236,-0.009269558769002595,-0.011562849682954068,-0.012204424103737566
2008-02-13,10317447487.28,136.37,1.5850000000000009,24.88,26.0,25.81,25.78,25.33,3,3,-0.06939885841353577,0.010222979479961536,0.7135135135135129,-0.05507026205848842,-0.03917220990391712,-0.03405688622754488,-0.02716981132075469,-0.022007722007722053
2008-02-14,10607818427.29,135.17,1.0600000000000025,25.54,26.28,26.18,26.13,25.75,4,2,0.02814367995262268,-0.008799589352497028,-0.33123028391167075,0.026527331189710512,0.010769230769230864,0.014335528864781066,0.01357641582622171,0.016581129095933678
2008-02-15,10408062624.34,135.14,1.5050000000000008,25.02,26.07,25.93,25.91,25.5,5,1,-0.018830997562713114,-0.0002219427387734063,0.4198113207547143,-0.020360219263899748,-0.007990867579908745,-0.009549274255156615,-0.008419441255262061,-0.009708737864077666
2008-02-19,10156392512.13,135.52,0.07499999999999929,25.59,25.61,25.7,25.31,24.96,2,21,-0.024180303414148563,0.002811898771644339,-0.9501661129568111,0.022781774580335812,-0.017644802454929054,-0.00887003470883152,-0.0231570822076419,-0.02117647058823524
2008-02-20,10025843016.44,135.92,1.5550000000000015,24.4,25.45,25.41,25.18,24.88,3,20,-0.012853923825224434,0.0029515938606845538,19.73333333333355,-0.046502540054708885,-0.006247559547051917,-0.011284046692606964,-0.005136309758988489,-0.0032051282051283048
2008-02-21,10008685535.27,134.79,0.4649999999999999,25.12,25.42,25.45,24.93,24.88,4,19,-0.001711325535604935,-0.008313713949381962,-0.7009646302250807,0.029508196721311553,-0.0011787819253437082,0.0015741833923652582,-0.009928514694201751,0.0
2008-02-22,9569005782.15,135.62,1.1950000000000018,24.06,24.87,24.83,24.66,24.62,5,18,-0.04392981991197509,0.006157726834334909,1.569892473118284,-0.04219745222929949,-0.021636506687647494,-0.024361493123772116,-0.010830324909747224,-0.010450160771704131
2008-02-25,9064483555.05,137.33,1.795,23.03,24.17,24.34,24.24,24.15,1,17,-0.0527246234965324,0.012608759769945577,0.5020920502092026,-0.04280964256026587,-0.028146361077603488,-0.01973419250906161,-0.017031630170316392,-0.019090170593013878
2008-02-26,8774609078.6,138.36,2.950000000000003,21.9,23.71,24.18,24.15,24.07,2,16,-0.031979149687849984,0.007500182043253423,0.6434540389972161,-0.04906643508467223,-0.019031857674803532,-0.006573541495480728,-0.003712871287128716,-0.0033126293995858758
2008-02-27,8921812488.23,138.22,2.0699999999999967,22.69,23.88,24.45,24.46,24.15,3,15,0.01677606470116233,-0.0010118531367447892,-0.29830508474576445,0.0360730593607308,0.00716997047659218,0.011166253101736912,0.012836438923395477,0.0033236393851265866
2008-02-28,9429457713.31,136.87,1.8349999999999973,23.53,24.58,25.1,24.91,24.75,4,14,0.05689933808289571,-0.009767038055274124,-0.11352657004830913,0.03702071397091222,0.029313232830820768,0.026584867075664764,0.018397383483237828,0.024844720496894457
2008-02-29,10512095549.0,133.82,-0.5299999999999976,26.54,26.1,26.36,26.31,25.85,5,13,0.11481443245265521,-0.022283919047271228,-1.2888283378746586,0.12792180195495106,0.06183889340927595,0.05019920318725091,0.05620232838217576,0.04444444444444451
2008-03-03,10505577968.29,133.5,-0.13500000000000156,26.28,26.16,26.25,26.11,25.69,1,12,-0.0006200077500835288,-0.002391271857719257,-0.7452830188679205,-0.009796533534287777,0.0022988505747125743,-0.00417298937784516,-0.007601672367920864,-0.006189555125725388
2008-03-04,10146168527.61,132.99,0.3349999999999991,25.52,25.72,25.79,25.71,25.5,2,11,-0.03421129630038833,-0.0038202247191010397,-3.481481481481446,-0.028919330289193357,-0.016819571865443472,-0.017523809523809608,-0.015319800842588993,-0.007395873880887582
2008-03-05,9644082106.53,133.83,0.6199999999999957,24.6,24.83,25.38,25.1,24.85,3,10,-0.04948532243612058,0.00631626438078059,0.8507462686567087,-0.03605015673981182,-0.03460342146189743,-0.015897634742148115,-0.023726176584986325,-0.025490196078431282
2008-03-06,10985274306.06,131.06,-1.0700000000000005,27.55,26.76,26.99,26.5,26.23,4,9,0.13906893208860982,-0.020697900321303253,-2.7258064516129163,0.11991869918699183,0.07772855416834479,0.06343577620173368,0.055776892430278835,0.05553319919517108
2008-03-07,10972369911.33,129.71,-0.889999999999997,27.49,26.91,26.87,26.41,25.94,5,8,-0.001174699363026499,-0.010300625667633123,-0.1682242990654237,-0.0021778584392014855,0.005605381165919132,-0.00444609114486838,-0.0033962264150942945,-0.011056042699199353
2008-03-10,11601477756.03,128.0,-2.519999999999998,29.38,27.75,27.6,26.99,26.56,1,7,0.057335639409166195,-0.013183254953357593,1.8314606741573103,0.06875227355401958,0.031215161649944312,0.02716784518049864,0.02196137826580835,0.02390131071703916
2008-03-11,10303749286.07,132.6,-0.3849999999999998,26.36,26.11,26.09,25.48,25.28,2,6,-0.11185889394870341,0.035937499999999956,-0.8472222222222222,-0.10279101429543902,-0.05909909909909916,-0.05471014492753623,-0.0559466469062615,-0.04819277108433728
2008-03-12,10911140403.29,131.36,-0.6899999999999977,27.22,26.68,26.92,26.51,26.01,3,5,0.058948553614474486,-0.009351432880844501,0.7922077922077873,0.03262518968133543,0.021830716200689437,0.03181295515523197,0.040423861852433296,0.02887658227848111
2008-03-13,10988565084.35,131.65,-0.6749999999999989,27.29,26.75,27.02,26.44,26.17,4,4,0.007095929316119243,0.002207673568818347,-0.02173913043478093,0.0025716385011020915,0.002623688155922066,0.003714710252600284,-0.0026405130139569577,0.006151480199923176
2008-03-14,12301987019.41,129.61,-3.4499999999999997,31.16,29.03,28.52,27.45,27.24,5,3,0.11952624614569429,-0.015495632358526357,4.111111111111119,0.1418101868816417,0.08523364485981322,0.05551443375277576,0.03819969742813911,0.040886511272449244
2008-03-17,12446801991.8,128.3,-3.520000000000003,32.24,30.57,28.54,27.37,27.1,1,2,0.011771673320863707,-0.010107244811357163,0.020289855072464835,0.03465982028241332,0.05304857044436795,0.0007012622720896644,-0.0029143897996356527,-0.0051395007342143195
2008-03-18,10319039881.52,133.63,0.3650000000000002,25.79,25.95,26.2,25.33,25.13,2,1,-0.17094849839193849,0.04154325798908798,-1.1036931818181819,-0.20006203473945416,-0.1511285574092247,-0.08199018920812895,-0.07453416149068337,-0.0726937269372695
2008-03-19,11272805571.39,130.32,-4.084999999999999,29.84,27.41,26.53,26.21,26.2,3,19,0.09242775498697942,-0.02476988700142191,-12.1917808219178,0.15703761147731687,0.056262042389209954,0.01259541984732837,0.03474141334386105,0.04257859132510955
2008-03-20,10933952531.19,132.08,0.10999999999999767,26.62,27.0,26.08,25.86,25.8,4,18,-0.03005933510110348,0.013505217925107615,-1.0269277845777227,-0.10790884718498661,-0.014958044509303159,-0.016961929890689897,-0.013353681800839401,-0.015267175572518998
2008-03-24,10432241547.48,134.72,0.6100000000000012,25.73,26.35,25.71,25.41,25.6,1,17,-0.0458856010467239,0.019987886129618326,4.545454545454674,-0.03343350864012018,-0.024074074074074026,-0.014187116564417068,-0.01740139211136893,-0.007751937984496138
2008-03-25,10432938267.2,134.85,0.6750000000000025,25.72,26.32,25.87,25.62,25.56,2,16,6.67852365985322e-05,0.0009649643705462729,0.10655737704918211,-0.0003886513797124458,-0.0011385199240987465,0.006223259432127648,0.008264462809917328,-0.0015625000000001332
2008-03-26,10904736690.16,133.2,0.9900000000000021,26.08,26.95,26.32,26.15,26.14,3,15,0.04522200849623359,-0.012235817575083519,0.46666666666666434,0.013996889580093264,0.02393617021276584,0.017394665635871664,0.02068696330991404,0.022691705790297334
2008-03-27,10749468799.92,132.78,1.0500000000000025,25.88,26.64,26.46,26.22,26.05,4,14,-0.014238573076240102,-0.00315315315315301,0.060606060606060774,-0.0076687116564416735,-0.011502782931354316,0.005319148936170137,0.0026768642447418944,-0.0034429992348889993
2008-03-28,10761253759.87,131.51,1.33,25.71,26.6,26.59,26.16,26.24,5,13,0.0010963295181700694,-0.009564693477933539,0.2666666666666637,-0.006568778979907153,-0.0015015015015015232,0.004913076341647837,-0.0022883295194507935,0.007293666026871204
2008-03-31,10375406113.95,131.97,0.7450000000000028,25.61,26.01,26.3,25.92,25.78,1,12,-0.035855268775360716,0.0034978328644210688,-0.43984962406014827,-0.00388953714507978,-0.022180451127819523,-0.010906355772846932,-0.00917431192660545,-0.01753048780487798
2008-04-01,8967384125.35,136.61,2.4050000000000007,22.68,24.0,24.85,24.59,24.58,2,11,-0.13570765068240354,0.03515950594832162,2.228187919463076,-0.11440843420538849,-0.07727797001153414,-0.05513307984790872,-0.05131172839506182,-0.04654771140418945
2008-04-02,9278328620.64,136.7,2.0100000000000016,23.43,24.64,25.03,24.55,24.74,3,10,0.03467505026476858,0.0006588097503841261,-0.16424116424116386,0.033068783068783025,0.026666666666666616,0.007243460764587484,-0.0016266775111833942,0.006509357200976451
2008-04-03,9112791468.06,137.04,1.9249999999999992,23.21,24.27,24.94,24.65,24.54,4,9,-0.017841268546121114,0.002487198244330635,-0.042288557213931544,-0.009389671361502261,-0.015016233766233844,-0.003595685177786634,0.004073319755600657,-0.00808407437348424
2008-04-04,9021325127.67,136.89,2.7600000000000016,22.45,23.96,24.95,24.72,24.68,5,8,-0.010037137435942145,-0.0010945709281962035,0.43376623376623513,-0.03274450667815598,-0.012772970745776657,0.000400962309542896,0.0028397565922921864,0.005704971475142706
2008-04-07,8446818416.67,136.96,1.5099999999999998,22.42,23.01,24.26,24.12,24.2,1,7,-0.06368318432930509,0.0005113594857186765,-0.452898550724638,-0.0013363028953228273,-0.03964941569282132,-0.02765531062124238,-0.024271844660194053,-0.01944894651539708
2008-04-08,8357711107.3,136.82,1.5150000000000006,22.36,23.02,24.07,23.91,24.01,2,6,-0.010549215689796831,-0.0010221962616823177,0.0033112582781462674,-0.002676181980374781,0.0004345936549325913,-0.007831821929101479,-0.008706467661691586,-0.007851239669421362
2008-04-09,8776567978.95,135.83,1.745000000000001,22.81,23.63,24.66,24.48,24.59,3,5,0.05011621797792842,-0.0072357842420697205,0.1518151815181521,0.02012522361359559,0.026498696785403952,0.02451184046530952,0.023839397741530766,0.024156601416076562
2008-04-10,8472263751.03,136.02,2.045,21.98,22.85,24.33,24.15,24.15,4,4,-0.03467234899220906,0.0013988073326953732,0.17191977077363818,-0.03638754932047339,-0.0330088870080405,-0.01338199513381999,-0.013480392156862808,-0.01789345262301756
2008-04-11,8975550710.83,133.38,1.2099999999999989,23.46,23.91,24.98,25.1,25.14,5,3,0.05940407128364167,-0.019408910454345008,-0.4083129584352083,0.06733393994540493,0.0463894967177243,0.026715988491574194,0.03933747412008293,0.04099378881987592
2008-04-14,8907815465.05,132.93,0.5499999999999989,23.82,23.84,24.88,24.83,24.99,1,2,-0.007546639528009158,-0.003373819163292713,-0.5454545454545459,0.01534526854219953,-0.0029276453366792188,-0.004003202562049668,-0.010756972111553909,-0.005966587112171906
2008-04-15,8552165043.21,133.24,0.9049999999999994,22.78,22.87,24.41,24.54,24.59,2,1,-0.039925661149515346,0.0023320544647558172,0.6454545454545475,-0.04366078925272876,-0.04068791946308725,-0.018890675241157506,-0.011679420056383338,-0.01600640256102437
2008-04-16,7536638592.33,136.85,3.78,20.53,22.96,23.23,23.5,23.46,3,25,-0.11874495472772462,0.027093965776043172,3.1767955801105003,-0.09877085162423183,0.003935286401399285,-0.04834084391642768,-0.04237978810105947,-0.04595363969093125
2008-04-17,7589578823.32,137.05,4.25,20.37,23.03,23.55,23.61,23.44,4,24,0.007024382334569701,0.001461454146876262,0.12433862433862441,-0.007793472966390658,0.0030487804878049918,0.013775290572535459,0.004680851063829872,-0.0008525149190110604
2008-04-18,7050273569.84,138.48,3.4250000000000007,20.13,22.2,22.84,23.14,23.18,5,23,-0.07105865371908537,0.010434148121123421,-0.1941176470588234,-0.01178203240058917,-0.036039947894051294,-0.03014861995753715,-0.019906819144430266,-0.011092150170648574
2008-04-21,6864412900.58,138.55,2.3850000000000016,20.5,21.92,22.43,22.81,22.92,1,22,-0.026362192533220807,0.0005054881571346925,-0.303649635036496,0.01838052657724787,-0.012612612612612484,-0.01795096322241685,-0.014261019878997527,-0.011216566005176842
2008-04-22,6978235829.18,137.94,2.1050000000000004,20.87,22.1,22.62,23.15,23.21,2,21,0.016581597035105977,-0.004402742692169004,-0.11740041928721212,0.018048780487804894,0.008211678832116709,0.00847079803834161,0.014905743095133817,0.01265270506108207
2008-04-23,6831664675.73,137.72,2.674999999999997,20.26,21.86,22.41,23.16,23.11,3,20,-0.021004041284632846,-0.0015948963317384823,0.2707838479809961,-0.0292285577383804,-0.010859728506787403,-0.009283819628647216,0.0004319654427646924,-0.00430848772081005
2008-04-24,6481016005.01,138.32,2.1650000000000027,20.06,21.23,22.05,22.85,22.87,4,19,-0.05132697334599945,0.00435666569851878,-0.1906542056074748,-0.009871668311944859,-0.02881976212259829,-0.016064257028112428,-0.013385146804835824,-0.010385114668974404
2008-04-25,6157012280.69,139.6,2.0650000000000013,19.59,20.69,21.52,22.33,22.4,5,18,-0.04999273633478718,0.009253903990746215,-0.046189376443418584,-0.023429710867397757,-0.025435704192180886,-0.024036281179138363,-0.02275711159737437,-0.020550940096195958
2008-04-28,6062703458.87,139.63,1.7449999999999974,19.64,20.54,21.33,22.05,22.05,1,17,-0.015317302860638593,0.00021489971346699832,-0.15496368038741093,0.002552322613578406,-0.007249879168680584,-0.008828996282527979,-0.0125391849529779,-0.015624999999999889
2008-04-29,6218300077.38,139.08,1.245000000000001,20.24,20.81,21.59,22.3,22.38,2,16,0.025664560301453587,-0.003938981594213131,-0.2865329512893967,0.03054989816700604,0.01314508276533588,0.012189404594467934,0.01133786848072571,0.014965986394557707
2008-04-30,6500237517.94,138.26,1.125,20.79,21.24,22.14,22.49,22.45,3,15,0.04533995417583481,-0.005895887259131594,-0.09638554216867545,0.02717391304347827,0.02066314271984626,0.02547475683186673,0.008520179372197179,0.003127792672028562
2008-05-01,5721778824.69,141.12,2.015000000000001,18.88,19.86,20.95,21.6,21.51,4,14,-0.11975849976274444,0.02068566468971511,0.791111111111112,-0.09187109187109188,-0.06497175141242939,-0.053748870822041606,-0.03957314361938624,-0.041870824053451994
2008-05-02,5577609781.1,141.51,2.705,18.18,19.66,20.63,21.42,21.47,5,13,-0.025196542545107947,0.0027636054421766865,0.34243176178659995,-0.037076271186440635,-0.010070493454179208,-0.015274463007159955,-0.008333333333333304,-0.0018596001859600975
2008-05-05,5690459357.11,140.83,1.8350000000000024,18.9,19.69,20.99,21.69,21.6,1,12,0.020232605083345012,-0.004805314112076742,-0.32162661737523013,0.03960396039603964,0.0015259409969481386,0.017450315075133283,0.012605042016806678,0.006054960409874299
2008-05-06,5249735088.05,142.05,1.6349999999999998,18.21,18.82,20.26,21.16,21.34,2,11,-0.07744968224917237,0.008662926933181936,-0.1089918256130803,-0.03650793650793638,-0.04418486541391575,-0.034778465936159964,-0.02443522360534811,-0.012037037037037068
2008-05-07,5742002542.19,139.52,0.7099999999999991,19.73,19.7,21.21,22.07,22.08,3,10,0.09376996093775292,-0.017810630059838073,-0.5657492354740066,0.0834706205381659,0.046758767268862966,0.046890424481737414,0.04300567107750464,0.03467666354264276
2008-05-08,5750739726.45,139.16,1.1950000000000038,19.4,19.67,21.25,22.18,22.17,4,9,0.0015216266791597821,-0.0025802752293578868,0.6830985915493033,-0.016725798276736037,-0.001522842639593791,0.001885902876001877,0.004984141368373329,0.0040760869565219515
2008-05-09,5856820716.18,138.9,1.4499999999999993,19.41,19.84,21.45,22.27,22.29,5,8,0.01844649467304027,-0.0018683529749927708,0.21338912133890764,0.0005154639175257714,0.0086426029486526,0.00941176470588223,0.004057709648331853,0.005412719891745521
2008-05-12,5464801632.35,140.46,2.6650000000000027,17.79,18.94,20.82,21.87,21.87,1,7,-0.06693376881880841,0.011231101511879116,0.8379310344827613,-0.08346213292117466,-0.045362903225806384,-0.029370629370629286,-0.017961383026492972,-0.018842530282637826
2008-05-13,5418131258.9,140.48,2.119999999999999,17.98,18.7,20.78,21.88,21.88,2,6,-0.008540177043888653,0.0001423892923251291,-0.20450281425891292,0.010680157391793177,-0.012671594508975814,-0.0019212295869356355,0.0004572473708275293,0.0004572473708275293
2008-05-14,5180280455.98,140.77,1.9700000000000009,17.66,18.3,20.32,21.53,21.68,3,5,-0.04389904776287923,0.002064350797266634,-0.07075471698113134,-0.017797552836484987,-0.021390374331550777,-0.022136669874879722,-0.015996343692870063,-0.009140767824497242
2008-05-15,4917184375.83,142.53,2.919999999999998,16.3,17.43,19.88,21.25,21.37,4,4,-0.050787999295730635,0.012502663919869317,0.4822335025380695,-0.07701019252548125,-0.04754098360655745,-0.021653543307086687,-0.013005109150023286,-0.014298892988929834
2008-05-16,5015688979.69,142.66,2.515000000000001,16.47,17.15,20.14,21.5,21.69,5,3,0.020032725301941223,0.0009120886830842334,-0.13869863013698536,0.010429447852760676,-0.01606425702811254,0.01307847082494984,0.0117647058823529,0.014974262985493647
2008-05-19,4820410180.31,143.05,1.004999999999999,17.01,16.64,19.76,21.58,21.73,1,2,-0.03893359420226028,0.0027337726061966716,-0.6003976143141159,0.0327868852459019,-0.029737609329445913,-0.018867924528301883,0.0037209302325580396,0.0018441678192715472
2008-05-20,5334882736.97,141.89,1.4100000000000037,17.58,17.37,20.82,22.35,22.68,2,1,0.10672796243802507,-0.008109052778748849,0.40298507462687083,0.033509700176366675,0.04387019230769229,0.05364372469635614,0.03568118628359618,0.04371836171191901
2008-05-21,6011903146.83,139.49,6.045,18.59,22.14,23.58,23.84,23.76,3,19,0.1269044594304467,-0.016914511241102104,3.2872340425531803,0.057451649601820254,0.27461139896373044,0.13256484149855896,0.06666666666666665,0.04761904761904767
2008-05-22,5796602905.49,139.51,6.424999999999998,18.05,21.72,23.56,23.72,23.7,4,18,-0.0358123269922479,0.0001433794537242239,0.06286186931348192,-0.029047875201721363,-0.018970189701897122,-0.0008481764206954567,-0.005033557046979942,-0.002525252525252597
2008-05-23,6065340976.48,137.64,4.924999999999999,19.55,22.23,24.04,24.18,24.22,5,17,0.046361304262446,-0.01340405705684189,-0.2334630350194552,0.08310249307479234,0.023480662983425438,0.02037351443123936,0.019392917369308593,0.021940928270042237
2008-05-27,5703188804.41,138.66,3.879999999999997,19.64,21.49,23.7,23.83,23.78,2,16,-0.05970846049287959,0.007410636442894525,-0.21218274111675173,0.004603580562659859,-0.033288349077822854,-0.014143094841930104,-0.01447477253928875,-0.018166804293971883
2008-05-28,5588939948.41,139.3,4.349999999999998,19.07,21.33,23.25,23.55,23.59,3,15,-0.020032452005035672,0.004615606519544402,0.12113402061855716,-0.029022403258655793,-0.007445323406235493,-0.01898734177215189,-0.011749895090222284,-0.007989907485281833
2008-05-29,4917562372.54,140.0,3.794999999999998,18.14,19.97,22.07,22.66,23.11,4,14,-0.12012610299400339,0.005025125628140614,-0.12758620689655176,-0.04876769795490299,-0.06375996249413973,-0.05075268817204304,-0.037791932059447975,-0.02034760491733789
2008-05-30,4680494075.94,140.35,3.5200000000000014,17.83,19.38,21.77,22.63,22.99,5,13,-0.04820849816238337,0.0024999999999999467,-0.07246376811594124,-0.017089305402425703,-0.029544316474712118,-0.013593112822836484,-0.0013239187996469948,-0.005192557334487313
2008-06-02,5224964312.37,138.9,2.2950000000000035,19.83,20.64,22.8,23.25,23.48,1,12,0.11632751320610368,-0.01033131457071601,-0.34801136363636287,0.11217049915872135,0.06501547987616108,0.04731281580156188,0.027397260273972712,0.021313614615050103
2008-06-03,5423802346.12,138.09,2.3000000000000025,20.24,21.07,23.18,23.6,23.84,2,11,0.03805538600125069,-0.005831533477321793,0.002178649237472241,0.020675743822491155,0.02083333333333326,0.016666666666666607,0.01505376344086029,0.015332197614991383
2008-06-04,5462898203.97,138.02,1.6449999999999996,20.8,21.3,23.09,23.44,24.02,3,10,0.007208201065433073,-0.0005069157795639656,-0.2847826086956531,0.027667984189723382,0.010915994304698584,-0.0038826574633304967,-0.006779661016949157,0.007550335570469802
2008-06-05,4891826064.02,140.78,3.030000000000001,18.63,19.91,22.13,23.01,23.46,4,9,-0.10453647837241231,0.019997101869294154,0.8419452887538006,-0.10432692307692315,-0.0652582159624413,-0.041576440017323524,-0.018344709897610945,-0.023313905079100694
2008-06-06,5972699681.25,136.29,-0.389999999999997,23.56,22.98,23.94,24.18,24.66,5,8,0.22095503868789645,-0.03189373490552638,-1.1287128712871277,0.26462694578636614,0.15419387242591664,0.08178942611839135,0.05084745762711851,0.051150895140664954
2008-06-09,5759139496.49,136.62,-0.26500000000000234,23.12,22.7,23.43,24.03,24.59,1,7,-0.03575605608137744,0.002421307506053294,-0.32051282051280927,-0.018675721561969394,-0.01218450826805928,-0.02130325814536349,-0.006203473945409321,-0.0028386050283860653
2008-06-10,5776456710.59,135.94,-0.3150000000000013,23.18,22.72,23.47,23.81,24.36,2,6,0.0030069099924658893,-0.004977309325135515,0.18867924528301327,0.0025951557093424338,0.0008810572687223406,0.0017072129748185727,-0.009155222638368765,-0.0093533956893046
2008-06-11,6123757651.78,133.94,-0.4050000000000011,24.12,23.75,24.05,24.27,24.74,3,5,0.06012352530112297,-0.014712373105781995,0.28571428571428403,0.04055220017256267,0.0453345070422535,0.024712398806987723,0.019319613607727826,0.015599343185550119
2008-06-12,5959118745.56,134.45,-0.20499999999999646,23.33,22.85,23.88,23.97,24.78,4,4,-0.02688527462744117,0.003807675078393302,-0.49382716049383724,-0.03275290215588733,-0.0378947368421052,-0.0070686070686071245,-0.012360939431396822,0.0016168148746968924
2008-06-13,5489751876.01,136.15,1.2900000000000027,21.22,21.62,23.0,23.2,23.89,5,3,-0.07876447669375852,0.012644105615470469,-7.29268292682939,-0.09044149164166304,-0.05382932166301968,-0.0368509212730318,-0.03212348769294948,-0.035916061339790195
2008-06-16,5341259184.09,136.23,0.8049999999999997,20.95,20.86,22.74,22.89,23.44,1,2,-0.027049071665498636,0.0005875872199778698,-0.37596899224806357,-0.012723845428840752,-0.0351526364477337,-0.011304347826087024,-0.013362068965517171,-0.018836333193804955
2008-06-17,5319768744.59,135.57,0.6950000000000021,21.13,21.05,22.68,22.86,23.43,2,1,-0.004023478127407443,-0.004844747852895792,-0.1366459627329164,0.008591885441527447,0.009108341323106561,-0.0026385224274405594,-0.001310615989515096,-0.0004266211604095904
2008-06-18,5634683410.71,134.25,1.6750000000000045,22.24,23.35,23.37,23.69,23.85,3,19,0.059197059353427006,-0.009736667404292909,1.4100719424460424,0.052531945101750965,0.10926365795724458,0.030423280423280463,0.03630796150481208,0.01792573623559557
2008-06-19,5438220334.02,134.42,2.145000000000003,21.58,22.93,23.17,23.57,23.45,4,18,-0.034866746251719594,0.0012662942271879363,0.2805970149253716,-0.029676258992805793,-0.017987152034261267,-0.00855798031664523,-0.0050654284508231395,-0.016771488469601747
2008-06-20,5697690549.11,131.58,0.92,22.87,23.51,23.43,23.7,23.72,5,17,0.047712339543660054,-0.021127808361850686,-0.5710955710955716,0.05977757182576471,0.025294374182293966,0.011221406991799743,0.005515485787017438,0.011513859275053218
2008-06-23,5704238244.12,131.45,1.295,22.64,23.51,23.49,23.59,23.61,1,16,0.001149184034050954,-0.0009879920960633726,0.40760869565217384,-0.010056843025798012,0.0,0.002560819462227748,-0.004641350210970452,-0.004637436762225944
2008-06-24,5772264933.88,131.19,1.8499999999999959,22.42,23.63,23.7,23.65,23.54,2,15,0.011925639646997999,-0.00197793837961191,0.4285714285714255,-0.009717314487632467,0.005104210974053558,0.008939974457215838,0.0025434506146670977,-0.002964845404489602
2008-06-25,5283916498.11,131.81,2.2749999999999986,21.14,22.61,22.75,23.03,23.01,3,14,-0.08460256785922371,0.004725969967223076,0.2297297297297316,-0.05709188224799289,-0.043165467625899234,-0.04008438818565396,-0.026215644820295925,-0.02251486830926075
2008-06-26,6178884497.56,128.23,0.9499999999999992,23.93,24.72,24.25,24.41,24.21,4,13,0.16937587862528125,-0.027160306501782916,-0.5824175824175826,0.13197729422894988,0.09332153914197261,0.06593406593406592,0.059921841076856275,0.052151238591916504
2008-06-27,6112486629.25,127.53,1.4799999999999986,23.44,24.55,24.18,24.36,24.18,5,12,-0.010745931298152711,-0.00545894096545263,0.5578947368421052,-0.020476389469285317,-0.006877022653721587,-0.0028865979381443863,-0.002048340843916474,-0.0012391573729864103
2008-06-30,5957181329.35,127.98,0.2300000000000022,23.95,24.19,23.93,24.11,24.02,1,11,-0.02540787560283886,0.003528581510232831,-0.844594594594593,0.021757679180887335,-0.014663951120162944,-0.01033912324234909,-0.010262725779967119,-0.006617038875103343
2008-07-01,5927325830.67,128.38,0.6150000000000038,23.65,24.19,23.8,24.06,23.85,2,10,-0.005011682040448773,0.0031254883575557724,1.6739130434782514,-0.012526096033402934,0.0,-0.0054325114918512,-0.0020738282870178537,-0.007077435470441262
